ProductID,forecast,past_forecast,previous_orders,sales,store_stock,dc_intake,dc_stock
420,0,0,0,0,2,0,1
781,0,0,0,0,0,9,1
784,0,0,0,0,0,9,1
787,0,0,0,0,0,9,1
790,0,0,0,0,0,9,1
793,0,0,0,0,0,9,1
796,0,0,0,0,0,9,1
799,0,0,0,0,0,9,1
802,0,0,0,0,0,9,1
803,0,0,0,0,0,9,1
806,0,0,0,0,0,9,1
809,0,0,0,0,0,9,1
782,0,0,0,0,0,8,1
789,0,0,0,0,0,8,1
792,0,0,0,0,0,8,1
795,0,0,0,0,0,8,1
798,0,0,0,0,0,8,1
844,0,0,0,0,0,8,1
847,0,0,0,0,0,8,1
850,0,0,0,0,0,8,1
853,0,0,0,0,0,8,1
856,0,0,0,0,0,8,1
859,0,0,0,0,0,8,1
863,0,0,0,0,0,8,1
866,0,0,0,0,0,8,1
869,0,0,0,0,0,8,1
841,0,0,0,0,0,7,1
842,0,0,0,0,0,7,1
849,0,0,0,0,0,7,1
852,0,0,0,0,0,7,1
855,0,0,0,0,0,7,1
858,0,0,0,0,0,7,1
862,0,0,0,0,0,7,1
871,0,0,0,0,0,7,1
872,0,0,0,0,0,7,1
874,0,0,0,0,0,7,1
877,0,0,0,0,0,7,1
879,0,0,0,0,0,7,1
880,0,0,0,0,0,7,1
882,0,0,0,0,0,7,1
883,0,0,0,0,0,7,1
885,0,0,0,0,0,7,1
886,0,0,0,0,0,7,1
888,0,0,0,0,0,7,1
889,0,0,0,0,0,7,1
892,0,0,0,0,0,7,1
893,0,0,0,0,0,7,1
896,0,0,0,0,0,7,1
899,0,0,0,0,0,7,1
922,0,0,0,0,0,7,1
957,0,0,0,0,0,7,1
958,0,0,0,0,0,7,1
987,0,0,0,0,0,7,1
812,0,0,0,0,0,6,1
814,0,0,0,0,0,6,1
817,0,0,0,0,0,6,1
819,0,0,0,0,0,6,1
820,0,0,0,0,0,6,1
822,0,0,0,0,0,6,1
823,0,0,0,0,0,6,1
825,0,0,0,0,0,6,1
826,0,0,0,0,0,6,1
828,0,0,0,0,0,6,1
829,0,0,0,0,0,6,1
832,0,0,0,0,0,6,1
833,0,0,0,0,0,6,1
836,0,0,0,0,0,6,1
839,0,0,0,0,0,6,1
924,0,0,0,0,0,6,1
925,0,0,0,0,0,6,1
927,0,0,0,0,0,6,1
928,0,0,0,0,0,6,1
952,0,0,0,0,0,6,1
954,0,0,0,0,0,6,1
955,0,0,0,0,0,6,1
956,0,0,0,0,0,6,1
961,0,0,0,0,0,6,1
982,0,0,0,0,0,6,1
984,0,0,0,0,0,6,1
985,0,0,0,0,0,6,1
988,0,0,0,0,0,6,1
990,0,0,0,0,0,6,1
726,0,0,0,0,0,5,1
775,0,0,0,0,0,5,1
805,0,0,0,0,0,5,1
811,0,0,0,0,0,5,1
901,0,0,0,0,0,5,1
926,0,0,0,0,0,5,1
929,0,0,0,0,0,5,1
930,0,0,0,0,0,5,1
931,0,0,0,0,0,5,1
959,0,0,0,0,0,5,1
963,0,0,0,0,0,5,1
986,0,0,0,0,0,5,1
989,0,0,0,0,0,5,1
991,0,0,0,0,0,5,1
996,0,0,0,0,0,5,1
1012,0,0,0,0,0,5,1
1014,0,0,0,0,0,5,1
1015,0,0,0,0,0,5,1
1016,0,0,0,0,0,5,1
1017,0,0,0,0,0,5,1
1018,0,0,0,0,0,5,1
1019,0,0,0,0,0,5,1
1020,0,0,0,0,0,5,1
721,0,0,0,0,0,4,1
722,0,0,0,0,0,4,1
742,0,0,0,0,0,4,1
744,0,0,0,0,0,4,1
745,0,0,0,0,0,4,1
746,0,0,0,0,0,4,1
747,0,0,0,0,0,4,1
748,0,0,0,0,0,4,1
749,0,0,0,0,0,4,1
750,0,0,0,0,0,4,1
751,0,0,0,0,0,4,1
752,0,0,0,0,0,4,1
753,0,0,0,0,0,4,1
756,0,0,0,0,0,4,1
772,0,0,0,0,0,4,1
774,0,0,0,0,0,4,1
776,0,0,0,0,0,4,1
777,0,0,0,0,0,4,1
778,0,0,0,0,0,4,1
779,0,0,0,0,0,4,1
780,0,0,0,0,0,4,1
865,0,0,0,0,0,4,1
903,0,0,0,0,0,4,1
933,0,0,0,0,0,4,1
